elem_index,file_section_id,file_section_name,file_loc_from,file_loc_to,file_lane_name,treat_2023,reason_2023,comment_2023,treat_2024,reason_2024,comment_2024,treat_2025,reason_2025,comment_2025,treat_2026,reason_2026,comment_2026,treat_2027,reason_2027,comment_2027,treat_2028,reason_2028,comment_2028,treat_2029,reason_2029,comment_2029,treat_2030,reason_2030,comment_2030,treat_2031,reason_2031,comment_2031,treat_2032,reason_2032,comment_2032,treat_2033,reason_2033,comment_2033,treat_2034,reason_2034,comment_2034,treat_2035,reason_2035,comment_2035,treat_2036,reason_2036,comment_2036,treat_2037,reason_2037,comment_2037,treat_2038,reason_2038,comment_2038,treat_2039,reason_2039,comment_2039,treat_2040,reason_2040,comment_2040,treat_2041,reason_2041,comment_2041,treat_2042,reason_2042,comment_2042,treat_2043,reason_2043,comment_2043,treat_2044,reason_2044,comment_2044,treat_2045,reason_2045,comment_2045,treat_2046,reason_2046,comment_2046,treat_2047,reason_2047,comment_2047,treat_2048,reason_2048,comment_2048,treat_2049,reason_2049,comment_2049,treat_2050,reason_2050,comment_2050,treat_2051,reason_2051,comment_2051,treat_2052,reason_2052,comment_2052,treat_2053,reason_2053,comment_2053
54,20,Burkes Creek Road,697,765,All,,,,,,,,,,,,,,,,,,,,,,ThinAC_P,pdi =4.72; sdi =5.97; age =16,mesh_cracks =1.11; shove =1.08; poth =0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ThinAC_P,pdi =14.84; sdi =15.55; age =12,mesh_cracks =2.05; shove =1; poth =1,,,,,,,,,,,,,,,,,,,,,,ThinAC_P,pdi =4.23; sdi =7.59; age =7,mesh_cracks =1.19; shove =0; poth =0,,,,,,
55,20,Burkes Creek Road,765,1789,All,,,,,,,,,,ChipSeal_P,pdi =2.44; sdi =3.53; age =14,mesh_cracks =0.29; shove =0.15; poth =0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =12.5; sdi =12.64; age =9,mesh_cracks =1.25; shove =1; poth =1,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =11.37; sdi =12.39; age =8,mesh_cracks =1.14; shove =0; poth =1,,,,,,,,,,,,,,,,,,,,,,,,
56,21,Tapeka Heights Lane,0,277,All,,,,,,,,,,,,,ChipSeal_P,pdi =3.67; sdi =3.68; age =20,mesh_cracks =0.69; shove =0.26; poth =0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =12.21; sdi =15.79; age =14,mesh_cracks =1.85; shove =0; poth =1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,22,Sir John McKenzie Drive,0,530,All,,,,,,,,,,,,,ChipSeal_P,pdi =3.44; sdi =4.23; age =11,mesh_cracks =0.41; shove =1.08; poth =0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =11.48; sdi =13.47; age =15,mesh_cracks =1.23; shove =0; poth =1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,23,Apple Orchard Lane,0,185,All,,,,,,,,,,ChipSeal_P,pdi =2.16; sdi =2.46; age =39,mesh_cracks =0.24; shove =0.15; poth =0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =3.52; sdi =5.38; age =17,mesh_cracks =1.81; shove =0; poth =0,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,974,Railway Terrace East,0,730,All,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =5.8; sdi =5.37; age =17,mesh_cracks =1.9; shove =1.15; poth =0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =11.44; sdi =13.43; age =16,mesh_cracks =1.22; shove =0; poth =1,,,,,,,,,,,,,,,
60,24,George Noble Road,0,272,All,,,,,,,,,,,,,ChipSeal_P,pdi =3.55; sdi =5.56; age =12,mesh_cracks =0.51; shove =1.08; poth =0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =11.7; sdi =13.94; age =14,mesh_cracks =1.42; shove =0; poth =1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,24,George Noble Road,272,286,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RehabAC_UL,pdi =6.34; sdi =9.58; age =19,mesh_cracks =1.71; shove =1; poth =0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,25,Founders Lane,0,597,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =4.2; sdi =5.43; age =14,mesh_cracks =2.03; shove =0; poth =0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RehabCS_UL,pdi =19.08; sdi =49.23; age =10,mesh_cracks =0; shove =0; poth =0,,,,SecondCoat,,,,,,,,,,,,,,
63,26,Stud Road,0,205,All,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =4.33; sdi =5.3; age =14,mesh_cracks =0.99; shove =1.08; poth =0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =11.54; sdi =13.15; age =11,mesh_cracks =1.29; shove =0; poth =1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =11.81; sdi =13.66; age =11,mesh_cracks =1.52; shove =0; poth =1
64,27,Gallop Lane,0,116,All,,,,,,,,,,,,,ChipSeal_P,pdi =3.27; sdi =4.19; age =11,mesh_cracks =0.39; shove =1; poth =0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =11.35; sdi =13.19; age =15,mesh_cracks =1.11; shove =0; poth =1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,27,Gallop Lane,116,136,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ThinAC_P,pdi =5.02; sdi =6.17; age =20,mesh_cracks =1.11; shove =1.07; poth =0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,7056,Dawick Street,0,78,All,,,,,,,,,,,,,,,,ChipSeal_P,pdi =4.33; sdi =5.28; age =12,mesh_cracks =0.53; shove =1.08; poth =0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =11.35; sdi =13.11; age =15,mesh_cracks =1.1; shove =0; poth =1,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,7056,Dawick Street,78,88,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RehabAC_UL,pdi =19.08; sdi =29.6; age =21,mesh_cracks =5.14; shove =1.15; poth =0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,28,Stirrup Lane,0,261,All,,,,,,,,,,,,,ChipSeal_P,pdi =4.53; sdi =4.48; age =11,mesh_cracks =1.49; shove =1.08; poth =0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =11.74; sdi =14.13; age =14,mesh_cracks =1.45; shove =0; poth =1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,29,Riroriro Road,0,122,All,,,,,,,,,,,,,ChipSeal_P,pdi =4.26; sdi =4.88; age =11,mesh_cracks =1.38; shove =1; poth =0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =11.36; sdi =13.22; age =15,mesh_cracks =1.11; shove =0; poth =1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,29,Riroriro Road,122,139,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,RehabAC_UL,pdi =4.64; sdi =5.67; age =20,mesh_cracks =1.11; shove =1.07; poth =0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RehabAC_UL,pdi =12.28; sdi =10.69; age =20,mesh_cracks =1; shove =1; poth =1
71,30,Curly McLeod Way,0,69,All,,,,,,,ChipSeal_P,pdi =1.79; sdi =3.58; age =18,mesh_cracks =0.1; shove =0.07; poth =0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =11.22; sdi =12.67; age =15,mesh_cracks =1; shove =0; poth =1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,30,Curly McLeod Way,69,82,All,,,,,,,,,,,,,,,,Preseal_AC,pdi =13.68; sdi =5.25; age =43,mesh_cracks =9.52; shove =0.33; poth =0.33,ThinAC_H,pdi =0; sdi =0; age =0,mesh_cracks =0; shove =0; poth =0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ThinAC_P,pdi =13.54; sdi =13.54; age =15,mesh_cracks =1.56; shove =1; poth =1,,,,,,,,,,,,,,,,,,,,,,,,
73,32,Karearea Lane,0,56,All,,,,,,,,,,,,,,,,ThinAC_P,pdi =6.98; sdi =6.62; age =32,mesh_cracks =0.99; shove =0.32; poth =0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ThinAC_P,pdi =14.21; sdi =15.09; age =20,mesh_cracks =1.58; shove =1; poth =1,,,,,,,,,,,,
74,32,Karearea Lane,84,154,All,,,,ChipSeal_P,committed,committed import,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =14.05; sdi =14.53; age =18,mesh_cracks =1.71; shove =1; poth =1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,32,Karearea Lane,154,820,All,,,,ChipSeal_P,committed,committed import,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =11.53; sdi =13.89; age =15,mesh_cracks =1.25; shove =0; poth =1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,32,Karearea Lane,820,1262,All,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =5.37; sdi =5.54; age =13,mesh_cracks =1.41; shove =1.15; poth =0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =10.2; sdi =12.24; age =15,mesh_cracks =0; shove =0; poth =1,,,,,,,,,,,,,,,,,,,,,
77,33,Okoare Lane,0,58,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RehabCS_UL,pdi =5.82; sdi =6.6; age =15,mesh_cracks =1.94; shove =1.07; poth =0.17,,,,SecondCoat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =10.2; sdi =12.06; age =16,mesh_cracks =0; shove =0; poth =1,,,
78,35,Leicester Place,0,660,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =4.03; sdi =5.04; age =11,mesh_cracks =2.01; shove =0; poth =0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =19.81; sdi =48.58; age =10,mesh_cracks =1.16; shove =0; poth =0,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,36,Paneika Lane,0,370,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ThinAC_P,pdi =8.53; sdi =12.37; age =19,mesh_cracks =2.38; shove =1; poth =0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ThinAC_P,pdi =21.19; sdi =50; age =12,mesh_cracks =1.19; shove =0; poth =0,,,,,,
80,36,Paneika Lane,370,391,All,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =6.21; sdi =6.42; age =25,mesh_cracks =0.94; shove =0.44; poth =0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =11.57; sdi =13.86; age =14,mesh_cracks =1.29; shove =0; poth =1,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,36,Paneika Lane,391,520,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ThinAC_P,pdi =6.33; sdi =6.92; age =13,mesh_cracks =2.4; shove =1; poth =0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RehabAC_UL,pdi =19.13; sdi =44.92; age =12,mesh_cracks =1.16; shove =0; poth =0,,,,,,,,,,,,,,,,,,
82,37,Freemason Avenue,0,149,All,,,,,,,,,,,,,ChipSeal_P,pdi =3.19; sdi =4.19; age =19,mesh_cracks =0.41; shove =0.24; poth =0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =11.49; sdi =13.5; age =15,mesh_cracks =1.23; shove =0; poth =1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,37,Freemason Avenue,149,172,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ThinAC_P,pdi =4.9; sdi =5.62; age =20,mesh_cracks =1.41; shove =1.07; poth =0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,37,Freemason Avenue,172,362,All,,,,,,,,,,,,,ChipSeal_P,pdi =3.63; sdi =6.1; age =19,mesh_cracks =0.66; shove =0.25; poth =0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =12.14; sdi =15.49; age =14,mesh_cracks =1.79; shove =0; poth =1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,38,Tyler Place,0,279,All,,,,,,,,,,ChipSeal_P,pdi =3.02; sdi =3.04; age =19,mesh_cracks =0.34; shove =0.16; poth =0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =11.76; sdi =14.26; age =14,mesh_cracks =1.47; shove =0; poth =1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,38,Tyler Place,279,322,All,,,,,,,,,,,,,,,,ThinAC_P,pdi =9.71; sdi =10.46; age =36,mesh_cracks =0.8; shove =0.35; poth =0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ThinAC_P,pdi =1.94; sdi =5.67; age =17,mesh_cracks =1.64; shove =0; poth =0,,,,,,,,,,,,,,,,,,,,,
87,38,Tyler Place,322,334,All,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =4.86; sdi =6.05; age =12,mesh_cracks =1.19; shove =1; poth =0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =10.2; sdi =12.23; age =15,mesh_cracks =0; shove =0; poth =1,,,,,,,,,,,,,,,,,,,,,,,,
88,38,Tyler Place,334,389,All,,,,,,,ChipSeal_P,pdi =1.04; sdi =1.05; age =33,mesh_cracks =0.16; shove =0.08; poth =0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =11.75; sdi =14.19; age =14,mesh_cracks =1.46; shove =0; poth =1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,39,Ashlar Court,0,251,All,,,,,,,,,,ChipSeal_P,pdi =2.05; sdi =2.19; age =25,mesh_cracks =0.27; shove =0.15; poth =0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =11.52; sdi =13.64; age =15,mesh_cracks =1.24; shove =0; poth =1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,40,Bravery Road,0,278,All,,,,,,,,,,,,,,,,ThinAC_P,pdi =5.02; sdi =7.81; age =18,mesh_cracks =1.71; shove =1.16; poth =0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ThinAC_P,pdi =7.55; sdi =12.4; age =17,mesh_cracks =2.59; shove =0; poth =0,,,,,,,,,,,,,,,,,,,,,
91,41,Huamanu Street,0,116,All,,,,,,,,,,,,,,,,,,,ThinAC_P,pdi =5.69; sdi =5.85; age =41,mesh_cracks =0.69; shove =0.43; poth =0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ThinAC_P,pdi =14.77; sdi =16.03; age =20,mesh_cracks =1.75; shove =1; poth =1,,,,,,,,,
92,41,Huamanu Street,116,134,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RehabAC_UL,pdi =4.87; sdi =6.26; age =20,mesh_cracks =1.11; shove =1.07; poth =0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,1092,Bronte Road East,0,156,All,,,,,,,ChipSeal_P,pdi =0.92; sdi =0.95; age =21,mesh_cracks =0.09; shove =0.07; poth =0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =11.2; sdi =12.44; age =15,mesh_cracks =1; shove =0; poth =1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,1092,Bronte Road East,156,183,All,,,,,,,,,,,,,,,,,,,ThinAC_P,pdi =5.47; sdi =5.63; age =27,mesh_cracks =0.58; shove =0.42; poth =0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ThinAC_P,pdi =13.33; sdi =12.45; age =20,mesh_cracks =1.35; shove =1; poth =1,,,,,,,,,
95,42,Te Manaki Street,0,377,All,,,,,,,,,,,,,ChipSeal_P,pdi =3.21; sdi =3.48; age =21,mesh_cracks =0.42; shove =0.24; poth =0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =11.51; sdi =13.57; age =15,mesh_cracks =1.24; shove =0; poth =1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,44,Dickins Lane,0,474,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =5.25; sdi =6.02; age =11,mesh_cracks =1.59; shove =1.08; poth =0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =11.48; sdi =13.49; age =15,mesh_cracks =1.23; shove =0; poth =1,,,,,,,,,,,,
97,44,Dickins Lane,474,1091,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =3.51; sdi =5.15; age =15,mesh_cracks =1.85; shove =0; poth =0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =12.08; sdi =15.09; age =14,mesh_cracks =1.28; shove =0; poth =1,,,
98,43,Infantry Lane,0,95,All,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =5.56; sdi =5.72; age =24,mesh_cracks =0.62; shove =0.42; poth =0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =11.22; sdi =12.63; age =15,mesh_cracks =1; shove =0; poth =1,,,,,,,,,,,,,,,,,,,,,,,,
99,45,Chatfield Lane,0,83,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RehabCS_UM,pdi =6.05; sdi =6.53; age =20,mesh_cracks =2.21; shove =1.08; poth =0.18,SecondCoat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =10.2; sdi =11.91; age =13,mesh_cracks =0; shove =0; poth =1,,,,,,,,,,,,,,,
100,20,Burkes Creek Road,765,1789,All,,,,,,,,,,,,,ChipSeal_P,pdi =3.29; sdi =3.35; age =15,mesh_cracks =0.46; shove =0.24; poth =0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =12.5; sdi =12.66; age =9,mesh_cracks =1.25; shove =1; poth =1,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =11.37; sdi =12.4; age =8,mesh_cracks =1.14; shove =0; poth =1,,,,,,,,,,,,,,,,,,,,,
101,38,Tyler Place,279,322,All,,,,,,,,,,,,,,,,ThinAC_P,pdi =4.89; sdi =25.88; age =36,mesh_cracks =0.8; shove =0.35; poth =0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ThinAC_P,pdi =1.94; sdi =5.67; age =17,mesh_cracks =1.64; shove =0; poth =0,,,,,,,,,,,,,,,,,,,,,
102,1037,Epiha Road Upper,0,415,All,,,,,,,,,,ChipSeal_P,pdi =8.58; sdi =8.56; age =12,mesh_cracks =0.29; shove =1.07; poth =0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =12.5; sdi =12.65; age =9,mesh_cracks =1.25; shove =1; poth =1,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =11.51; sdi =12.42; age =8,mesh_cracks =1.28; shove =0; poth =1,,,,,,,,,,,,,,,,,,,,,,,,
103,37,Freemason Avenue,172,362,All,,,,,,,,,,,,,,,,ChipSeal_P,pdi =15.91; sdi =31.64; age =20,mesh_cracks =1.48; shove =0.35; poth =0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =21; sdi =51.86; age =10,mesh_cracks =1; shove =0; poth =0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RehabCS_UL,pdi =21.18; sdi =52.01; age =10,mesh_cracks =1.18; shove =0; poth =0,,,,SecondCoat,,,,,
104,43,Infantry Lane,0,95,All,,,,,,,,,,,,,,,,ChipSeal_P,pdi =9.87; sdi =65.46; age =23,mesh_cracks =0.54; shove =0.32; poth =0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =20; sdi =51; age =10,mesh_cracks =0; shove =0; poth =0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RehabCS_UL,pdi =20; sdi =51.15; age =10,mesh_cracks =0; shove =0; poth =0,,,,SecondCoat,,,,,
105,8,Tarras Road,86,120,All,,,,,,,,,,,,,,,,,,,,,,RehabAC_UL,pdi =5.63; sdi =0.91; age =18,mesh_cracks =5.27; shove =0; poth =0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Preseal_AC,pdi =12.28; sdi =10.69; age =20,mesh_cracks =1; shove =1; poth =1,,,,,,
106,23,Apple Orchard Lane,0,185,All,,,,,,,,,,ChipSeal_P,pdi =11.9; sdi =26.43; age =39,mesh_cracks =0.39; shove =0.15; poth =0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =20; sdi =50; age =10,mesh_cracks =0; shove =0; poth =0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =20; sdi =51.19; age =10,mesh_cracks =0; shove =0; poth =0,,,,,,,,,,,,,,,
107,9339,Weston Way,814,886,All,,,,,,,,,,,,,,,,ThinAC_P,pdi =64.45; sdi =38.54; age =26,mesh_cracks =36.23; shove =10.91; poth =0.36,,,,,,,,,,,,,,,,,,,,,,ThinAC_P,pdi =207.07; sdi =48.88; age =7,mesh_cracks =94.46; shove =93.72; poth =0,,,,,,,,,,,,,,,,,,,,,,ThinAC_P,pdi =207.81; sdi =47.23; age =7,mesh_cracks =94.46; shove =94.46; poth =0,,,,,,,,,,,,,,,,,,,,,,ThinAC_P,pdi =207.81; sdi =47.23; age =7,mesh_cracks =94.46; shove =94.46; poth =0,,,
108,8,Tarras Road,86,120,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,RehabAC_UL,pdi =4.87; sdi =5.53; age =20,mesh_cracks =1.4; shove =1.07; poth =0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RehabAC_UL,pdi =12.28; sdi =10.69; age =20,mesh_cracks =1; shove =1; poth =1
109,38,Tyler Place,334,389,All,,,,,,,ChipSeal_P,pdi =8.57; sdi =39.29; age =33,mesh_cracks =0.25; shove =0.08; poth =0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =20; sdi =51.5; age =10,mesh_cracks =0; shove =0; poth =0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RehabCS_UL,pdi =21; sdi =51.82; age =10,mesh_cracks =1; shove =0; poth =0,,,,SecondCoat,,,,,,,,,,,,,,
110,38,Tyler Place,322,334,All,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =4.83; sdi =7.15; age =12,mesh_cracks =1.2; shove =1; poth =0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RehabCS_UL,pdi =10.4; sdi =12.72; age =15,mesh_cracks =0; shove =0; poth =1,,,,SecondCoat,,,,,,,,,,,,,,,,,,,,
111,32,Karearea Lane,154,820,All,,,,,,,ChipSeal_P,pdi =0.99; sdi =1.01; age =17,mesh_cracks =0.13; shove =0.07; poth =0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =11.53; sdi =13.94; age =15,mesh_cracks =1.26; shove =0; poth =1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,12,Kriletich Drive,0,263,All,,,,,,,,,,,,,ChipSeal_P,pdi =3.43; sdi =3.47; age =38,mesh_cracks =0.55; shove =0.25; poth =0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RehabCS_UL,pdi =3.97; sdi =5.19; age =13,mesh_cracks =1.89; shove =0; poth =0,,,,SecondCoat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,917,Port Street East,2120,2350,All,,,,,,,ChipSeal_P,pdi =9.28; sdi =33.76; age =17,mesh_cracks =0.11; shove =4.85; poth =0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RehabCS_RL,pdi =20; sdi =50; age =10,mesh_cracks =0; shove =0; poth =0,,,,SecondCoat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,9339,Weston Way,3398,3457,All,,,,,,,,,,,,,ChipSeal_P,pdi =3.06; sdi =4.07; age =22,mesh_cracks =0.34; shove =0.23; poth =0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =13.39; sdi =13.23; age =14,mesh_cracks =1.53; shove =1; poth =1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
