file_section_id,file_section_name,file_loc_from,file_loc_to,file_lane_name,elem_index,treatment,treat_category,budget_category,period,period_calendar,forced,follow_up,treatment_cost,treatment_qty,treatment_comment,treatment_reason,is_committed
10,Upper Ahu Ahu Road,0,46,All,14,ChipSeal_P,Preserve,Renewals,1,2024,True,False,3680,368,committed import,committed,True
32,Karearea Lane,84,154,All,74,ChipSeal_P,Preserve,Renewals,1,2024,True,False,7920,792,committed import,committed,True
32,Karearea Lane,154,820,All,75,ChipSeal_P,Preserve,Renewals,1,2024,True,False,77210,7721,committed import,committed,True
9339,Weston Way,1051,1219,All,115,ChipSeal_P,Preserve,Renewals,1,2024,False,False,37300,3730,mesh_cracks =0; shove =0; poth =0.22,pdi =4.6; sdi =36.09; age =16,False
36,Paneika Lane,370,391,All,334,ChipSeal_P,Preserve,Renewals,5,2028,False,False,2310,231,mesh_cracks =0.83; shove =0.34; poth =0.34,pdi =10.85; sdi =57.29; age =24,False
20,Burkes Creek Road,697,765,All,212,ThinAC_P,Preserve,Renewals,5,2028,False,False,44200,884,mesh_cracks =0.68; shove =0; poth =0.26,pdi =3.69; sdi =12.65; age =14,False
40,Bravery Road,0,278,All,476,ThinAC_P,Preserve,Renewals,5,2028,False,False,158650,3173,mesh_cracks =0.9; shove =1.16; poth =0.84,pdi =17.33; sdi =27.82; age =18,False
974,Railway Terrace East,0,730,All,149,ChipSeal_P,Preserve,Renewals,5,2028,False,False,53940,5394,mesh_cracks =1.39; shove =0; poth =0.34,pdi =4.91; sdi =39.61; age =14,False
20,Burkes Creek Road,0,21,All,397,Preseal_CS,Holding,Renewals,5,2028,False,False,10920,10920,mesh_cracks =22.99; shove =1.27; poth =0.35,pdi =41.53; sdi =39.4; age =14,False
15,Fendall Close,0,438,All,27,ChipSeal_P,Preserve,Renewals,5,2028,False,False,54800,5480,mesh_cracks =1.82; shove =0.34; poth =0.35,pdi =6.05; sdi =7.06; age =15,False
38,Tyler Place,279,322,All,101,ThinAC_P,Preserve,Renewals,5,2028,False,False,15500,310,mesh_cracks =0.8; shove =0.35; poth =0.34,pdi =4.89; sdi =25.88; age =36,False
38,Tyler Place,279,322,All,499,ThinAC_P,Preserve,Renewals,5,2028,False,False,15500,310,mesh_cracks =1.26; shove =0.35; poth =0.34,pdi =15.6; sdi =30.62; age =36,False
20,Burkes Creek Road,549,697,All,53,ChipSeal_P,Preserve,Renewals,5,2028,False,False,19240,1924,mesh_cracks =1.72; shove =0.34; poth =0.38,pdi =6.12; sdi =6.25; age =16,False
38,Tyler Place,279,322,All,400,ThinAC_P,Preserve,Renewals,5,2028,False,False,15500,310,mesh_cracks =0.8; shove =0.35; poth =0.34,pdi =4.89; sdi =24.53; age =36,False
6,Croatia Avenue,0,42,All,119,RehabCS_UL,Rehab_cs,Renewals,5,2028,False,False,40320,336,mesh_cracks =47.65; shove =1.16; poth =0.33,pdi =52.31; sdi =6.03; age =13,False
18,Monaghan Way,0,80,All,370,RehabCS_UL,Rehab_cs,Renewals,5,2028,False,False,77760,648,mesh_cracks =48.16; shove =0; poth =0,pdi =60.52; sdi =30.91; age =10,False
974,Railway Terrace East,0,730,All,295,ChipSeal_P,Preserve,Renewals,5,2028,False,False,53940,5394,mesh_cracks =0.74; shove =0; poth =0,pdi =14.12; sdi =33.44; age =14,False
36,Paneika Lane,370,391,All,437,ChipSeal_P,Preserve,Renewals,5,2028,False,False,2310,231,mesh_cracks =6.27; shove =0.34; poth =0.34,pdi =10.29; sdi =29.4; age =24,False
43,Infantry Lane,0,95,All,254,Preseal_CS,Holding,Renewals,5,2028,False,False,3984,3984.0000000000005,mesh_cracks =16.38; shove =0.33; poth =0.86,pdi =25.51; sdi =9.72; age =23,False
20,Burkes Creek Road,0,21,All,215,ChipSeal_H,Holding,Renewals,6,2029,True,False,2730,273,mesh_cracks =0; shove =0; poth =0,pdi =0; sdi =0; age =0,False
43,Infantry Lane,0,95,All,254,ChipSeal_H,Holding,Renewals,6,2029,True,False,3320,332,mesh_cracks =0; shove =0; poth =0,pdi =0; sdi =0; age =0,False
20,Burkes Creek Road,0,21,All,397,ChipSeal_H,Holding,Renewals,6,2029,True,False,2730,273,mesh_cracks =0; shove =0; poth =0,pdi =0; sdi =0; age =0,False
917,Port Street East,21,396,All,139,RehabCS_RL,Rehab_cs,Renewals,6,2029,False,False,210600,2106,mesh_cracks =92.42; shove =0; poth =0,pdi =112.42; sdi =50; age =6,False
40,Bravery Road,0,278,All,90,ThinAC_P,Preserve,Renewals,6,2029,False,False,158650,3173,mesh_cracks =1.97; shove =1.25; poth =0.27,pdi =6.43; sdi =10.22; age =19,False
20,Burkes Creek Road,765,1789,All,123,ChipSeal_P,Preserve,Renewals,6,2029,False,False,133120,13312,mesh_cracks =0.88; shove =0.44; poth =0.44,pdi =6.1; sdi =64.74; age =17,False
917,Port Street East,21,396,All,185,RehabCS_RL,Rehab_cs,Renewals,6,2029,False,False,210600,2106,mesh_cracks =98.73; shove =0; poth =0,pdi =98.73; sdi =0; age =6,False
15,Fendall Close,0,438,All,414,ChipSeal_P,Preserve,Renewals,6,2029,False,False,54800,5480,mesh_cracks =1.03; shove =0.45; poth =0.44,pdi =6.4; sdi =7.55; age =16,False
37,Freemason Avenue,149,172,All,209,RehabAC_UL,Rehab_ac,Renewals,6,2029,False,False,42560,266,mesh_cracks =0; shove =0; poth =1.68,pdi =30.06; sdi =49.95; age =11,False
20,Burkes Creek Road,21,520,All,298,ChipSeal_P,Preserve,Renewals,6,2029,False,False,66140,6614,mesh_cracks =1.08; shove =1.35; poth =0.44,pdi =13.58; sdi =23.01; age =15,False
21,Tapeka Heights Lane,0,277,All,204,Preseal_CS,Holding,Renewals,6,2029,False,False,43212,43212,mesh_cracks =14.56; shove =0.48; poth =1.18,pdi =27.68; sdi =14.8; age =22,False
9339,Weston Way,2696,3114,All,433,ChipSeal_P,Preserve,Renewals,6,2029,False,False,52470,5247,mesh_cracks =1.34; shove =7.68; poth =0.45,pdi =22.49; sdi =27.83; age =21,False
20,Burkes Creek Road,0,21,All,51,ChipSeal_P,Preserve,Renewals,6,2029,False,False,2730,273,mesh_cracks =0.93; shove =1.35; poth =0.44,pdi =7.14; sdi =7.27; age =15,False
38,Tyler Place,279,322,All,206,ThinAC_P,Preserve,Renewals,6,2029,False,False,15500,310,mesh_cracks =1.43; shove =0.45; poth =0.44,pdi =14.96; sdi =26.99; age =37,False
21,Tapeka Heights Lane,0,277,All,204,ChipSeal_H,Holding,Renewals,7,2030,True,False,36010,3601,mesh_cracks =0; shove =0; poth =0,pdi =0; sdi =0; age =0,False
9339,Weston Way,965,1051,All,34,ChipSeal_P,Preserve,Renewals,7,2030,False,False,19090,1909,mesh_cracks =2.41; shove =1.09; poth =0.18,pdi =7.01; sdi =7.47; age =17,False
9339,Weston Way,965,1051,All,164,ChipSeal_P,Preserve,Renewals,7,2030,False,False,19090,1909,mesh_cracks =2.41; shove =1.09; poth =0.18,pdi =7.01; sdi =7.47; age =17,False
10,Upper Ahu Ahu Road,46,68,All,171,RehabAC_UL,Rehab_ac,Renewals,7,2030,False,False,28160,176,mesh_cracks =38.15; shove =23.08; poth =0.58,pdi =67.43; sdi =9.49; age =18,False
9339,Weston Way,2385,2696,All,242,Preseal_CS,Holding,Renewals,7,2030,False,False,62704,62704.00000000001,mesh_cracks =21.43; shove =0.59; poth =0.56,pdi =28.5; sdi =8.91; age =22,False
9339,Weston Way,2385,2696,All,241,ChipSeal_P,Preserve,Renewals,7,2030,False,False,39190,3919,mesh_cracks =1.54; shove =0.57; poth =0.55,pdi =13.32; sdi =20.91; age =22,False
974,Railway Terrace East,0,730,All,420,ChipSeal_P,Preserve,Renewals,7,2030,False,False,53940,5394,mesh_cracks =1.05; shove =1.07; poth =0.17,pdi =16.01; sdi =34.21; age =16,False
20,Burkes Creek Road,765,1789,All,126,ChipSeal_P,Preserve,Renewals,7,2030,False,False,133120,13312,mesh_cracks =13.79; shove =0.57; poth =0.55,pdi =20.51; sdi =34.56; age =18,False
26,Stud Road,0,205,All,310,ChipSeal_P,Preserve,Renewals,7,2030,False,False,26860,2686,mesh_cracks =1.95; shove =1.16; poth =0.26,pdi =18.79; sdi =37.79; age =15,False
20,Burkes Creek Road,765,1789,All,407,ChipSeal_P,Preserve,Renewals,7,2030,False,False,133120,13312,mesh_cracks =1.31; shove =0.55; poth =0.55,pdi =15.43; sdi =26.85; age =18,False
37,Freemason Avenue,0,149,All,240,ChipSeal_P,Preserve,Renewals,7,2030,False,False,19370,1937,mesh_cracks =1.09; shove =0.54; poth =0.54,pdi =13.7; sdi =24.05; age =22,False
19,Elm Close,0,82,All,415,Preseal_CS,Holding,Renewals,7,2030,False,False,9144,9144,mesh_cracks =1.64; shove =35.27; poth =0.18,pdi =39.15; sdi =87; age =12,False
20,Burkes Creek Road,21,520,All,439,ChipSeal_P,Preserve,Renewals,7,2030,False,False,66140,6614,mesh_cracks =1.2; shove =1.46; poth =1.01,pdi =13.43; sdi =13.73; age =16,False
9339,Weston Way,2385,2696,All,39,ChipSeal_P,Preserve,Renewals,7,2030,False,False,39190,3919,mesh_cracks =2.68; shove =0.57; poth =0.55,pdi =10.16; sdi =11.16; age =22,False
43,Infantry Lane,0,95,All,104,ChipSeal_P,Preserve,Renewals,7,2030,False,False,3320,332,mesh_cracks =0.9; shove =0.52; poth =0.53,pdi =14.46; sdi =80.79; age =25,False
24,George Noble Road,272,286,All,423,RehabAC_UL,Rehab_ac,Renewals,7,2030,False,False,16960,106,mesh_cracks =33.71; shove =0; poth =0,pdi =34.4; sdi =1.71; age =15,False
20,Burkes Creek Road,549,697,All,129,ChipSeal_P,Preserve,Renewals,7,2030,False,False,19240,1924,mesh_cracks =1.11; shove =0.55; poth =0.54,pdi =7.69; sdi =8.03; age =18,False
20,Burkes Creek Road,549,697,All,445,ChipSeal_P,Preserve,Renewals,7,2030,False,False,19240,1924,mesh_cracks =1.11; shove =0.55; poth =0.54,pdi =7.69; sdi =8.03; age =18,False
9339,Weston Way,3114,3398,All,289,ChipSeal_P,Preserve,Renewals,7,2030,False,False,35780,3578,mesh_cracks =1.48; shove =0.55; poth =0.55,pdi =16.9; sdi =40.07; age =22,False
20,Burkes Creek Road,21,520,All,52,ChipSeal_P,Preserve,Renewals,7,2030,False,False,66140,6614,mesh_cracks =1.2; shove =1.46; poth =0.54,pdi =8.79; sdi =9.09; age =16,False
20,Burkes Creek Road,21,520,All,411,ChipSeal_P,Preserve,Renewals,7,2030,False,False,66140,6614,mesh_cracks =1.2; shove =1.46; poth =0.54,pdi =8.79; sdi =9.09; age =16,False
20,Burkes Creek Road,21,520,All,487,ChipSeal_P,Preserve,Renewals,7,2030,False,False,66140,6614,mesh_cracks =1.2; shove =1.46; poth =0.54,pdi =8.79; sdi =9.09; age =16,False
917,Port Street East,0,21,All,208,ChipSeal_P,Preserve,Renewals,7,2030,False,False,1090,109,mesh_cracks =20.49; shove =0.54; poth =0.53,pdi =26.57; sdi =41.73; age =25,False
38,Tyler Place,279,322,All,86,ThinAC_P,Preserve,Renewals,7,2030,False,False,15500,310,mesh_cracks =1.42; shove =0.57; poth =1.34,pdi =16.21; sdi =17.55; age =38,False
30,Curly McLeod Way,69,82,All,121,Preseal_AC,Holding,Renewals,7,2030,False,False,1664,1664,mesh_cracks =0.89; shove =0.53; poth =2.61,pdi =29.79; sdi =41.1; age =45,False
36,Paneika Lane,370,391,All,359,ChipSeal_P,Preserve,Renewals,7,2030,False,False,2310,231,mesh_cracks =1.27; shove =0.56; poth =0.56,pdi =8.42; sdi =21.75; age =26,False
917,Port Street East,0,21,All,180,ChipSeal_P,Preserve,Renewals,7,2030,False,False,1090,109,mesh_cracks =0.94; shove =0.52; poth =1.85,pdi =25.54; sdi =33.55; age =25,False
30,Curly McLeod Way,69,82,All,121,ThinAC_H,Holding,Renewals,8,2031,True,False,5200,104,mesh_cracks =0; shove =0; poth =0,pdi =0; sdi =0; age =0,False
9339,Weston Way,2385,2696,All,242,ChipSeal_H,Holding,Renewals,8,2031,True,False,39190,3919,mesh_cracks =0; shove =0; poth =0,pdi =0; sdi =0; age =0,False
19,Elm Close,0,82,All,415,ChipSeal_H,Holding,Renewals,8,2031,True,False,5080,508,mesh_cracks =0; shove =0; poth =0,pdi =0; sdi =0; age =0,False
15,Fendall Close,736,814,All,321,RehabCS_UH,Rehab_cs,Renewals,8,2031,False,False,352600,1763,mesh_cracks =81.08; shove =0; poth =0,pdi =98.2; sdi =44.29; age =6,False
44,Dickins Lane,474,1091,All,495,RehabCS_UL,Rehab_cs,Renewals,8,2031,False,False,527400,4395,mesh_cracks =100; shove =0; poth =0,pdi =100.37; sdi =0.94; age =9,False
26,Stud Road,0,205,All,328,ChipSeal_P,Preserve,Renewals,8,2031,False,False,26860,2686,mesh_cracks =1.91; shove =1.26; poth =0.35,pdi =14.92; sdi =26.8; age =16,False
30,Curly McLeod Way,69,82,All,416,Preseal_AC,Holding,Renewals,8,2031,False,False,4992,4992,mesh_cracks =36.72; shove =0.68; poth =0.68,pdi =51.36; sdi =61.55; age =46,False
1,Conifer Close,0,378,All,307,ChipSeal_P,Preserve,Renewals,8,2031,False,False,37800,3780,mesh_cracks =3.24; shove =1.57; poth =0.66,pdi =27.23; sdi =48.35; age =17,False
30,Curly McLeod Way,69,82,All,416,ThinAC_H,Holding,Renewals,9,2032,True,False,5200,104,mesh_cracks =0; shove =0; poth =0,pdi =0; sdi =0; age =0,False
9339,Weston Way,1999,2369,All,146,ChipSeal_P,Preserve,Renewals,9,2032,False,False,48630,4863,mesh_cracks =1.27; shove =1; poth =1,pdi =12.52; sdi =13.39; age =6,False
9339,Weston Way,814,886,All,107,RehabAC_UH,Rehab_ac,Renewals,9,2032,False,False,397200,1655,mesh_cracks =1.19; shove =62.64; poth =0,pdi =82.72; sdi =48.83; age =7,False
27,Gallop Lane,0,116,All,408,Preseal_CS,Holding,Renewals,9,2032,False,False,22824,22824.000000000004,mesh_cracks =1.39; shove =32.65; poth =0.67,pdi =41.53; sdi =11.71; age =16,False
15,Fendall Close,0,438,All,226,ChipSeal_P,Preserve,Renewals,9,2032,False,False,54800,5480,mesh_cracks =1.26; shove =1; poth =1,pdi =12.51; sdi =13.37; age =6,False
32,Karearea Lane,0,56,All,172,Preseal_AC,Holding,Renewals,9,2032,False,False,39424,39424,mesh_cracks =40.52; shove =0.8; poth =0.81,pdi =60.81; sdi =38.17; age =36,False
38,Tyler Place,279,322,All,211,Preseal_AC,Holding,Renewals,9,2032,False,False,7440,7440,mesh_cracks =2.44; shove =21.86; poth =0.84,pdi =34.5; sdi =14.61; age =40,False
38,Tyler Place,334,389,All,191,Preseal_CS,Holding,Renewals,9,2032,False,False,27984,27984.000000000004,mesh_cracks =52.71; shove =0.93; poth =0.85,pdi =63.99; sdi =14.75; age =40,False
30,Curly McLeod Way,69,82,All,489,Preseal_AC,Holding,Renewals,9,2032,False,False,4992,4992,mesh_cracks =1.89; shove =0.76; poth =4.39,pdi =58.94; sdi =76.39; age =47,False
36,Paneika Lane,0,370,All,179,Preseal_AC,Holding,Renewals,9,2032,False,False,130240,130240,mesh_cracks =1; shove =45.53; poth =0,pdi =47.27; sdi =1.84; age =13,False
16,Sarah Lane,0,515,All,174,ChipSeal_P,Preserve,Renewals,9,2032,False,False,46020,4602,mesh_cracks =2.22; shove =0.8; poth =2.04,pdi =33.6; sdi =58.47; age =24,False
41,Huamanu Street,116,134,All,316,Preseal_AC,Holding,Renewals,9,2032,False,False,3576,3575.9999999999995,mesh_cracks =0; shove =36.79; poth =0,pdi =37.29; sdi =86.06; age =17,False
42,Te Manaki Street,0,377,All,148,ChipSeal_P,Preserve,Renewals,9,2032,False,False,30160,3016,mesh_cracks =3.65; shove =0.79; poth =0.79,pdi =27.34; sdi =57.02; age =26,False
9339,Weston Way,3398,3457,All,350,Preseal_CS,Holding,Renewals,9,2032,False,False,47552,47552,mesh_cracks =40.05; shove =0.8; poth =0.81,pdi =60.91; sdi =40.51; age =27,False
36,Paneika Lane,370,391,All,320,Preseal_CS,Holding,Renewals,9,2032,False,False,4158,4158,mesh_cracks =1.97; shove =0.8; poth =3.1,pdi =35.09; sdi =35.96; age =28,False
10,Upper Ahu Ahu Road,46,68,All,136,ThinAC_P,Preserve,Renewals,9,2032,False,False,8800,176,mesh_cracks =2.46; shove =1.54; poth =0.65,pdi =27; sdi =50.89; age =20,False
11,Lower Ahu Ahu Road,0,158,All,302,ChipSeal_P,Preserve,Renewals,9,2032,False,False,12640,1264,mesh_cracks =2.1; shove =1.54; poth =0.64,pdi =25.93; sdi =49.22; age =16,False
5,Vintry Drive,0,362,All,5,ChipSeal_P,Preserve,Renewals,9,2032,False,False,34750,3475,mesh_cracks =1.6; shove =2.21; poth =0.8,pdi =13.06; sdi =22.33; age =23,False
917,Port Street East,2120,2350,All,198,ChipSeal_P,Preserve,Renewals,9,2032,False,False,13340,1334,mesh_cracks =1.77; shove =1.63; poth =0.74,pdi =25.46; sdi =47.28; age =24,False
9339,Weston Way,2385,2696,All,167,ChipSeal_P,Preserve,Renewals,9,2032,False,False,39190,3919,mesh_cracks =2.46; shove =0.82; poth =0.79,pdi =13.08; sdi =14.25; age =24,False
38,Tyler Place,0,279,All,85,ChipSeal_P,Preserve,Renewals,9,2032,False,False,20090,2009,mesh_cracks =2.44; shove =0.82; poth =1.12,pdi =16.26; sdi =17.42; age =25,False
32,Karearea Lane,0,56,All,172,ThinAC_H,Holding,Renewals,10,2033,True,False,30800,616,mesh_cracks =0; shove =0; poth =0,pdi =0; sdi =0; age =0,False
36,Paneika Lane,0,370,All,179,ThinAC_H,Holding,Renewals,10,2033,True,False,203500,4070,mesh_cracks =0; shove =0; poth =0,pdi =0; sdi =0; age =0,False
38,Tyler Place,334,389,All,191,ChipSeal_H,Holding,Renewals,10,2033,True,False,5830,583,mesh_cracks =0; shove =0; poth =0,pdi =0; sdi =0; age =0,False
38,Tyler Place,279,322,All,211,ThinAC_H,Holding,Renewals,10,2033,True,False,15500,310,mesh_cracks =0; shove =0; poth =0,pdi =0; sdi =0; age =0,False
41,Huamanu Street,116,134,All,316,ThinAC_H,Holding,Renewals,10,2033,True,False,7450,149,mesh_cracks =0; shove =0; poth =0,pdi =0; sdi =0; age =0,False
36,Paneika Lane,370,391,All,320,ChipSeal_H,Holding,Renewals,10,2033,True,False,2310,231,mesh_cracks =0; shove =0; poth =0,pdi =0; sdi =0; age =0,False
15,Fendall Close,736,814,All,321,SecondCoat,Preserve,Renewals,10,2033,True,False,17630,1763,mesh_cracks =1; shove =1; poth =1,pdi =12.2; sdi =12.5; age =1,False
9339,Weston Way,3398,3457,All,350,ChipSeal_H,Holding,Renewals,10,2033,True,False,7430,743,mesh_cracks =0; shove =0; poth =0,pdi =0; sdi =0; age =0,False
27,Gallop Lane,0,116,All,408,ChipSeal_H,Holding,Renewals,10,2033,True,False,9510,951,mesh_cracks =0; shove =0; poth =0,pdi =0; sdi =0; age =0,False
30,Curly McLeod Way,69,82,All,489,ThinAC_H,Holding,Renewals,10,2033,True,False,5200,104,mesh_cracks =0; shove =0; poth =0,pdi =0; sdi =0; age =0,False
9339,Weston Way,886,939,All,373,RehabAC_UH,Rehab_ac,Renewals,10,2033,False,False,292560,1219,mesh_cracks =94.46; shove =0; poth =0,pdi =95.45; sdi =2.47; age =7,False
9339,Weston Way,1051,1219,All,115,Preseal_CS,Holding,Renewals,10,2033,False,False,74600,74600,mesh_cracks =1.58; shove =0; poth =1,pdi =29.66; sdi =57.6; age =8,False
9339,Weston Way,1051,1219,All,197,Preseal_CS,Holding,Renewals,10,2033,False,False,111900,111900,mesh_cracks =1.58; shove =0; poth =1,pdi =30.69; sdi =60.17; age =8,False
32,Karearea Lane,0,56,All,447,RehabAC_UL,Rehab_ac,Renewals,10,2033,False,False,98560,616,mesh_cracks =45.87; shove =0.96; poth =0.96,pdi =57.19; sdi =56.01; age =37,False
23,Apple Orchard Lane,0,185,All,165,Preseal_CS,Holding,Renewals,10,2033,False,False,33300,33300,mesh_cracks =21.63; shove =0.92; poth =0.92,pdi =37.5; sdi =25.33; age =46,False
36,Paneika Lane,391,520,All,377,ThinAC_P,Preserve,Renewals,10,2033,False,False,70950,1419,mesh_cracks =2.83; shove =0; poth =0,pdi =22.83; sdi =151; age =12,False
43,Infantry Lane,0,95,All,284,ChipSeal_P,Preserve,Renewals,10,2033,False,False,3320,332,mesh_cracks =6.19; shove =6.76; poth =0.92,pdi =22.84; sdi =46.9; age =28,False
38,Tyler Place,334,389,All,88,ChipSeal_P,Preserve,Renewals,10,2033,False,False,5830,583,mesh_cracks =3.13; shove =0.96; poth =0.93,pdi =15.95; sdi =17.68; age =41,False
10,Upper Ahu Ahu Road,0,46,All,213,ChipSeal_P,Preserve,Renewals,10,2033,False,False,3680,368,mesh_cracks =1.64; shove =0.89; poth =0.91,pdi =14.98; sdi =28.43; age =26,False
9339,Weston Way,1051,1219,All,115,ChipSeal_H,Holding,Renewals,11,2034,True,False,37300,3730,mesh_cracks =0; shove =0; poth =0,pdi =0; sdi =0; age =0,False
6,Croatia Avenue,0,42,All,119,SecondCoat,Preserve,Renewals,11,2034,True,False,3360,336,mesh_cracks =1; shove =1; poth =1,pdi =12.2; sdi =12.62; age =5,False
23,Apple Orchard Lane,0,185,All,165,ChipSeal_H,Holding,Renewals,11,2034,True,False,18500,1850,mesh_cracks =0; shove =0; poth =0,pdi =0; sdi =0; age =0,False
9339,Weston Way,1051,1219,All,197,ChipSeal_H,Holding,Renewals,11,2034,True,False,37300,3730,mesh_cracks =0; shove =0; poth =0,pdi =0; sdi =0; age =0,False
18,Monaghan Way,0,80,All,370,SecondCoat,Preserve,Renewals,11,2034,True,False,6480,648,mesh_cracks =1; shove =1; poth =1,pdi =12.2; sdi =12.62; age =5,False
15,Fendall Close,736,814,All,381,Preseal_CS,Holding,Renewals,11,2034,False,False,52890,52890,mesh_cracks =1.35; shove =0; poth =1,pdi =31.21; sdi =61.86; age =8,False
35,Leicester Place,0,660,All,243,RehabCS_UL,Rehab_cs,Renewals,11,2034,False,False,770160,6418,mesh_cracks =100; shove =0; poth =0,pdi =120; sdi =50; age =12,False
15,Fendall Close,585,643,All,452,ChipSeal_P,Preserve,Renewals,11,2034,False,False,7310,731,mesh_cracks =1; shove =0; poth =1,pdi =11.2; sdi =11.81; age =6,False
917,Port Street East,21,396,All,325,ChipSeal_P,Preserve,Renewals,11,2034,False,False,21060,2106,mesh_cracks =1.35; shove =5.42; poth =0,pdi =7.1; sdi =101.81; age =11,False
32,Karearea Lane,84,154,All,166,Preseal_CS,Holding,Renewals,11,2034,False,False,14256,14256,mesh_cracks =1.78; shove =24.28; poth =1.09,pdi =38; sdi =15.58; age =38,False
9,Kowhai Glen,0,305,All,435,ChipSeal_P,Preserve,Renewals,11,2034,False,False,27740,2774,mesh_cracks =3.17; shove =1.04; poth =1.05,pdi =28.51; sdi =55.27; age =44,False
43,Infantry Lane,0,95,All,465,ChipSeal_P,Preserve,Renewals,11,2034,False,False,3320,332,mesh_cracks =1.94; shove =1.01; poth =1.04,pdi =23.36; sdi =37.54; age =29,False
917,Port Street East,21,396,All,139,SecondCoat,Preserve,Renewals,12,2035,True,False,21060,2106,mesh_cracks =1; shove =1; poth =1,pdi =12.2; sdi =12.59; age =5,False
32,Karearea Lane,84,154,All,166,ChipSeal_H,Holding,Renewals,12,2035,True,False,7920,792,mesh_cracks =0; shove =0; poth =0,pdi =0; sdi =0; age =0,False
917,Port Street East,21,396,All,185,SecondCoat,Preserve,Renewals,12,2035,True,False,21060,2106,mesh_cracks =1; shove =1; poth =1,pdi =12.2; sdi =12.59; age =5,False
15,Fendall Close,736,814,All,381,ChipSeal_H,Holding,Renewals,12,2035,True,False,17630,1763,mesh_cracks =0; shove =0; poth =0,pdi =0; sdi =0; age =0,False
15,Fendall Close,736,814,All,31,ChipSeal_P,Preserve,Renewals,12,2035,False,False,17630,1763,mesh_cracks =1.78; shove =1.09; poth =1.2,pdi =15.24; sdi =17.45; age =10,False
9339,Weston Way,1589,1999,All,332,ChipSeal_P,Preserve,Renewals,12,2035,False,False,54530,5453,mesh_cracks =2.27; shove =1.2; poth =1.21,pdi =16.12; sdi =18.95; age =10,False
9339,Weston Way,1237,1589,All,36,ChipSeal_P,Preserve,Renewals,12,2035,False,False,45420,4542,mesh_cracks =2.26; shove =1.2; poth =1.21,pdi =15.96; sdi =18.54; age =10,False
9339,Weston Way,1237,1589,All,125,ChipSeal_P,Preserve,Renewals,12,2035,False,False,45420,4542,mesh_cracks =2.26; shove =1.2; poth =1.21,pdi =15.96; sdi =18.54; age =10,False
9339,Weston Way,1237,1589,All,231,ChipSeal_P,Preserve,Renewals,12,2035,False,False,45420,4542,mesh_cracks =2.26; shove =1.2; poth =1.21,pdi =15.96; sdi =18.54; age =10,False
9339,Weston Way,814,886,All,477,RehabAC_UH,Rehab_ac,Renewals,12,2035,False,False,397200,1655,mesh_cracks =1.39; shove =99.32; poth =0,pdi =100.94; sdi =2.62; age =8,False
9339,Weston Way,1999,2369,All,249,ChipSeal_P,Preserve,Renewals,12,2035,False,False,48630,4863,mesh_cracks =1.47; shove =1.09; poth =1.19,pdi =14.79; sdi =16.44; age =10,False
9339,Weston Way,1999,2369,All,481,ChipSeal_P,Preserve,Renewals,12,2035,False,False,48630,4863,mesh_cracks =1.47; shove =1.09; poth =1.19,pdi =14.79; sdi =16.44; age =10,False
15,Fendall Close,0,438,All,363,ChipSeal_P,Preserve,Renewals,12,2035,False,False,54800,5480,mesh_cracks =1.45; shove =1.09; poth =1.19,pdi =34.48; sdi =65.65; age =10,False
38,Tyler Place,334,389,All,224,RehabCS_UL,Rehab_cs,Renewals,12,2035,False,False,69960,583,mesh_cracks =50.49; shove =1.35; poth =5.48,pdi =111.45; sdi =69.45; age =43,False
917,Port Street East,2120,2350,All,457,Preseal_CS,Holding,Renewals,12,2035,False,False,26680,26680,mesh_cracks =49.96; shove =0; poth =0,pdi =49.96; sdi =0; age =10,False
15,Fendall Close,585,643,All,29,ChipSeal_P,Preserve,Renewals,12,2035,False,False,7310,731,mesh_cracks =1.43; shove =1.07; poth =0.17,pdi =4.95; sdi =5.69; age =18,False
33,Okoare Lane,0,58,All,233,RehabCS_UL,Rehab_cs,Renewals,12,2035,False,False,44520,371,mesh_cracks =4.23; shove =1.24; poth =0.34,pdi =28.92; sdi =55.98; age =17,False
8,Tarras Road,86,120,All,497,ThinAC_P,Preserve,Renewals,12,2035,False,False,17000,340,mesh_cracks =5.13; shove =1.33; poth =0.43,pdi =28.74; sdi =51.92; age =23,False
30,Curly McLeod Way,0,69,All,343,ChipSeal_P,Preserve,Renewals,12,2035,False,False,5520,552,mesh_cracks =2.15; shove =1.16; poth =1.18,pdi =16.5; sdi =40.08; age =28,False
36,Paneika Lane,370,391,All,80,ChipSeal_P,Preserve,Renewals,12,2035,False,False,2310,231,mesh_cracks =3.87; shove =1.23; poth =1.21,pdi =20.64; sdi =23.24; age =31,False
38,Tyler Place,322,334,All,87,ChipSeal_P,Preserve,Renewals,12,2035,False,False,1200,120,mesh_cracks =2.01; shove =1.53; poth =0.75,pdi =13.15; sdi =16; age =18,False
917,Port Street East,2120,2350,All,457,ChipSeal_H,Holding,Renewals,13,2036,True,False,13340,1334,mesh_cracks =0; shove =0; poth =0,pdi =0; sdi =0; age =0,False
15,Fendall Close,736,814,All,163,ChipSeal_P,Preserve,Renewals,13,2036,False,False,17630,1763,mesh_cracks =1.8; shove =1.09; poth =1.2,pdi =15.27; sdi =17.52; age =10,False
