file_section_id,file_section_name,file_loc_from,file_loc_to,file_lane_name,elem_index,treatment,treat_category,budget_category,period,period_calendar,forced,follow_up,treatment_cost,treatment_qty,treatment_comment,treatment_reason,is_committed
10,Upper Ahu Ahu Road,0,46,All,14,ChipSeal_P,Preserve,Resurfacing,1,2024,True,False,3680,368,committed import,committed,True
32,Karearea Lane,84,154,All,74,ChipSeal_P,Preserve,Resurfacing,1,2024,True,False,7920,792,committed import,committed,True
32,Karearea Lane,154,820,All,75,ChipSeal_P,Preserve,Resurfacing,1,2024,True,False,77210,7721,committed import,committed,True
9339,Weston Way,814,886,All,32,RMaint,Maintenance,Maintenance,1,2024,False,False,572.89,572.8907828316218,mesh_cracks =6; shove =0; poth =0,pdi =6.04; sdi =0.1; age =22,False
20,Burkes Creek Road,21,520,All,243,RMaint,Maintenance,Maintenance,7,2030,False,False,7917.57,7917.566237849113,mesh_cracks =58.66; shove =0.62; poth =0.59,pdi =65.86; sdi =9.55; age =16,False
9,Kowhai Glen,0,305,All,244,RMaint,Maintenance,Maintenance,7,2030,False,False,1830.29,1830.2925277360907,mesh_cracks =0.91; shove =15.3; poth =2.79,pdi =44.49; sdi =48.23; age =40,False
30,Curly McLeod Way,69,82,All,245,RMaint,Maintenance,Maintenance,7,2030,False,False,49.59,49.587380634455336,mesh_cracks =0.83; shove =0.53; poth =0.54,pdi =7.06; sdi =47.38; age =45,False
1037,Epiha Road Upper,0,415,All,246,RMaint,Maintenance,Maintenance,7,2030,False,False,6492.01,6492.0078312025,mesh_cracks =1.95; shove =6.75; poth =0.56,pdi =28.99; sdi =44.27; age =16,False
30,Curly McLeod Way,69,82,All,247,RMaint,Maintenance,Maintenance,7,2030,False,False,54.04,54.03775067508442,mesh_cracks =0.85; shove =0.53; poth =2.61,pdi =27.91; sdi =40.55; age =45,False
9339,Weston Way,1999,2369,All,248,RMaint,Maintenance,Maintenance,7,2030,False,False,7784.8,7784.796995311169,mesh_cracks =1.37; shove =0.56; poth =0.55,pdi =8.25; sdi =8.68; age =22,False
17,Ash Drive,0,318,All,249,RMaint,Maintenance,Maintenance,7,2030,False,False,5744.47,5744.465765930733,mesh_cracks =1.8; shove =5.7; poth =0.1,pdi =9.7; sdi =94.62; age =11,False
19,Elm Close,0,82,All,250,RMaint,Maintenance,Maintenance,7,2030,False,False,849.97,849.9703770706278,mesh_cracks =1.32; shove =1.07; poth =0.17,pdi =21.14; sdi =46.43; age =12,False
9339,Weston Way,965,1051,All,251,RMaint,Maintenance,Maintenance,7,2030,False,False,3269.67,3269.6717981684346,mesh_cracks =2.41; shove =1.09; poth =0.18,pdi =7.01; sdi =15.94; age =17,False
41,Huamanu Street,0,116,All,252,RMaint,Maintenance,Maintenance,7,2030,False,False,557.96,557.9625527230061,mesh_cracks =0.9; shove =0.53; poth =2.4,pdi =27.11; sdi =29.19; age =42,False
30,Curly McLeod Way,0,69,All,253,RMaint,Maintenance,Maintenance,7,2030,False,False,303.92,303.91950562102875,mesh_cracks =0.89; shove =0.53; poth =0.54,pdi =11.82; sdi =77.75; age =23,False
39,Ashlar Court,0,251,All,254,RMaint,Maintenance,Maintenance,7,2030,False,False,2753.07,2753.0691346570934,mesh_cracks =3.68; shove =0.55; poth =0.55,pdi =10.21; sdi =7.87; age =29,False
9339,Weston Way,886,939,All,256,RMaint,Maintenance,Maintenance,7,2030,False,False,2195.23,2195.229181768696,mesh_cracks =2.41; shove =7.66; poth =0.48,pdi =16.63; sdi =11.11; age =17,False
6,Croatia Avenue,0,42,All,257,RMaint,Maintenance,Maintenance,7,2030,False,False,267.1,267.09504491748146,mesh_cracks =55.01; shove =1.35; poth =0.45,pdi =61.24; sdi =8.01; age =15,False
12,Kriletich Drive,0,263,All,258,RMaint,Maintenance,Maintenance,7,2030,False,False,2547.34,2547.3385671000347,mesh_cracks =3.49; shove =0.56; poth =0.55,pdi =22.78; sdi =39.69; age =41,False
22,Sir John McKenzie Drive,0,530,All,259,RMaint,Maintenance,Maintenance,7,2030,False,False,6822.78,6822.778979355915,mesh_cracks =65.97; shove =1.49; poth =0.57,pdi =88.35; sdi =46.54; age =14,False
10,Upper Ahu Ahu Road,0,46,All,260,RMaint,Maintenance,Maintenance,7,2030,False,False,216.4,216.4001598401617,mesh_cracks =0.92; shove =0.53; poth =0.54,pdi =10.86; sdi =16.53; age =23,False
38,Tyler Place,279,322,All,261,RMaint,Maintenance,Maintenance,7,2030,False,False,336.42,336.4187499196293,mesh_cracks =2.89; shove =0.57; poth =1.61,pdi =32.61; sdi =49.91; age =38,False
27,Gallop Lane,116,136,All,262,RMaint,Maintenance,Maintenance,7,2030,False,False,104.35,104.3509331861563,mesh_cracks =11.12; shove =0; poth =0,pdi =27.53; sdi =41.03; age =14,False
974,Railway Terrace East,0,730,All,263,RMaint,Maintenance,Maintenance,7,2030,False,False,9953.57,9953.565285633716,mesh_cracks =1.72; shove =1.07; poth =0.5,pdi =8.04; sdi =7.64; age =16,False
42,Te Manaki Street,0,377,All,265,RMaint,Maintenance,Maintenance,7,2030,False,False,5079.4,5079.400299763425,mesh_cracks =1.89; shove =17.32; poth =1.37,pdi =46.17; sdi =57.92; age =24,False
38,Tyler Place,279,322,All,266,RMaint,Maintenance,Maintenance,7,2030,False,False,594.02,594.0168666892415,mesh_cracks =2.24; shove =0.57; poth =0.55,pdi =19.36; sdi =34.27; age =38,False
32,Karearea Lane,820,1262,All,267,RMaint,Maintenance,Maintenance,7,2030,False,False,2790.19,2790.1894381871352,mesh_cracks =1.45; shove =1.15; poth =0.26,pdi =7.04; sdi =55.79; age =13,False
1038,Gossey Drive North,1319,1723,All,268,RMaint,Maintenance,Maintenance,7,2030,False,False,4083.92,4083.9210832556814,mesh_cracks =1.42; shove =1.45; poth =0.91,pdi =20.86; sdi =33.26; age =16,False
11,Lower Ahu Ahu Road,0,158,All,269,RMaint,Maintenance,Maintenance,7,2030,False,False,1353.23,1353.2322079654398,mesh_cracks =0.97; shove =1.33; poth =0.43,pdi =7.1; sdi =8.21; age =14,False
8,Tarras Road,0,86,All,270,RMaint,Maintenance,Maintenance,7,2030,False,False,676.06,676.0595460779416,mesh_cracks =1.11; shove =1.07; poth =0.17,pdi =18.81; sdi =75.41; age =14,False
9167,Foxglove Drive,0,668,All,271,RMaint,Maintenance,Maintenance,7,2030,False,False,8043.17,8043.168904570202,mesh_cracks =27.78; shove =1; poth =0.1,pdi =29.98; sdi =3.5; age =19,False
23,Apple Orchard Lane,0,185,All,272,RMaint,Maintenance,Maintenance,7,2030,False,False,1167.69,1167.687100266848,mesh_cracks =1.09; shove =0.54; poth =0.54,pdi =14.38; sdi =24.87; age =43,False
13,Puriri Dale Way,0,293,All,273,RMaint,Maintenance,Maintenance,7,2030,False,False,5875.28,5875.275340443857,mesh_cracks =24.86; shove =0.59; poth =0.56,pdi =33.16; sdi =11.96; age =24,False
15,Fendall Close,0,438,All,274,RMaint,Maintenance,Maintenance,7,2030,False,False,7718.43,7718.43318091317,mesh_cracks =1.33; shove =0.56; poth =0.55,pdi =8.18; sdi =9.51; age =17,False
917,Port Street East,874,1340,All,276,RMaint,Maintenance,Maintenance,7,2030,False,False,3365.75,3365.74544413603,mesh_cracks =2.85; shove =0.52; poth =0.52,pdi =8.8; sdi =6.77; age =25,False
917,Port Street East,0,21,All,277,RMaint,Maintenance,Maintenance,7,2030,False,False,149.91,149.91220948553092,mesh_cracks =0.83; shove =0.52; poth =0.52,pdi =6.76; sdi =6.75; age =25,False
1037,Epiha Road Upper,0,415,All,278,RMaint,Maintenance,Maintenance,7,2030,False,False,5990.51,5990.505665654869,mesh_cracks =1.12; shove =12.76; poth =0.57,pdi =20.15; sdi =69.01; age =16,False
10,Upper Ahu Ahu Road,46,68,All,279,RMaint,Maintenance,Maintenance,7,2030,False,False,163.49,163.4911726474253,mesh_cracks =0.87; shove =1.33; poth =0.44,pdi =6.97; sdi =8.06; age =18,False
44,Dickins Lane,0,474,All,280,RMaint,Maintenance,Maintenance,7,2030,False,False,6787.36,6787.364504537061,mesh_cracks =1.12; shove =100; poth =0,pdi =101.54; sdi =1.05; age =8,False
24,George Noble Road,0,272,All,281,RMaint,Maintenance,Maintenance,7,2030,False,False,2784.78,2784.7815504734513,mesh_cracks =1.27; shove =1.35; poth =1.4,pdi =17.4; sdi =18.66; age =15,False
38,Tyler Place,322,334,All,282,RMaint,Maintenance,Maintenance,7,2030,False,False,117.16,117.15626322088401,mesh_cracks =69.15; shove =1.08; poth =0.29,pdi =73.39; sdi =5.73; age =13,False
43,Infantry Lane,0,95,All,284,RMaint,Maintenance,Maintenance,7,2030,False,False,397.2,397.1979707711405,mesh_cracks =0.79; shove =0.52; poth =0.53,pdi =6.98; sdi =7.21; age =25,False
9339,Weston Way,2385,2696,All,285,RMaint,Maintenance,Maintenance,7,2030,False,False,5534.22,5534.218274432529,mesh_cracks =1.42; shove =0.57; poth =0.55,pdi =8.35; sdi =8.79; age =22,False
38,Tyler Place,0,279,All,286,RMaint,Maintenance,Maintenance,7,2030,False,False,4188.34,4188.335345808676,mesh_cracks =1.41; shove =0.57; poth =0.55,pdi =8.33; sdi =41.13; age =23,False
15,Fendall Close,585,643,All,287,RMaint,Maintenance,Maintenance,7,2030,False,False,477.12,477.1236304648407,mesh_cracks =40.62; shove =0; poth =0,pdi =40.96; sdi =0.86; age =13,False
917,Port Street East,2120,2350,All,288,RMaint,Maintenance,Maintenance,7,2030,False,False,976.38,976.3845399757755,mesh_cracks =0.76; shove =1.42; poth =0.52,pdi =7.58; sdi =8.44; age =22,False
2,Fladgate Drive,0,565,All,289,RMaint,Maintenance,Maintenance,7,2030,False,False,5025.07,5025.067306018304,mesh_cracks =1.01; shove =0.54; poth =0.54,pdi =7.48; sdi =31.79; age =27,False
1092,Bronte Road East,156,183,All,290,RMaint,Maintenance,Maintenance,7,2030,False,False,160.47,160.4685629253479,mesh_cracks =0.73; shove =9.21; poth =1.59,pdi =26.16; sdi =48.79; age =28,False
38,Tyler Place,279,322,All,291,RMaint,Maintenance,Maintenance,7,2030,False,False,643.18,643.1826661486006,mesh_cracks =1.41; shove =0.57; poth =2.67,pdi =29.52; sdi =29.96; age =38,False
9339,Weston Way,2696,3114,All,292,RMaint,Maintenance,Maintenance,7,2030,False,False,5843.7,5843.702275558482,mesh_cracks =1.42; shove =0.57; poth =0.55,pdi =8.35; sdi =8.79; age =22,False
28,Stirrup Lane,0,261,All,293,RMaint,Maintenance,Maintenance,7,2030,False,False,9737.93,9737.927544894847,mesh_cracks =1.95; shove =21.98; poth =1.32,pdi =48.97; sdi =112.56; age =14,False
2,Fladgate Drive,0,565,All,294,RMaint,Maintenance,Maintenance,7,2030,False,False,5415.75,5415.751974068913,mesh_cracks =1.01; shove =0.54; poth =0.54,pdi =7.48; sdi =7.78; age =27,False
15,Fendall Close,736,814,All,295,RMaint,Maintenance,Maintenance,7,2030,False,False,1110.12,1110.121130124703,mesh_cracks =1.86; shove =0.58; poth =0.56,pdi =9.25; sdi =48.22; age =28,False
21,Tapeka Heights Lane,0,277,All,296,RMaint,Maintenance,Maintenance,7,2030,False,False,3603.2,3603.196496463111,mesh_cracks =2; shove =0.59; poth =0.56,pdi =9.84; sdi =71.6; age =23,False
917,Port Street East,0,21,All,297,RMaint,Maintenance,Maintenance,7,2030,False,False,259.51,259.5138728846652,mesh_cracks =16.92; shove =0.53; poth =0.53,pdi =22.95; sdi =6.83; age =25,False
12,Kriletich Drive,0,263,All,298,RMaint,Maintenance,Maintenance,7,2030,False,False,2013.23,2013.2296622904912,mesh_cracks =1.38; shove =0.56; poth =0.55,pdi =8.27; sdi =8.7; age =41,False
33,Okoare Lane,0,58,All,299,RMaint,Maintenance,Maintenance,7,2030,False,False,215.39,215.39031186672022,mesh_cracks =38.01; shove =0; poth =0,pdi =38.79; sdi =89.44; age =12,False
32,Karearea Lane,84,154,All,300,RMaint,Maintenance,Maintenance,7,2030,False,False,717.54,717.539957852075,mesh_cracks =0.82; shove =16.18; poth =0.56,pdi =22.92; sdi =7.5; age =34,False
9339,Weston Way,1999,2369,All,302,RMaint,Maintenance,Maintenance,7,2030,False,False,8771.94,8771.939809851821,mesh_cracks =2.81; shove =0.56; poth =0.55,pdi =22.14; sdi =93.4; age =22,False
9339,Weston Way,886,939,All,303,RMaint,Maintenance,Maintenance,7,2030,False,False,1716.95,1716.946566585058,mesh_cracks =6.68; shove =1.49; poth =0.46,pdi =27.62; sdi =43.64; age =17,False
7056,Dawick Street,0,78,All,305,RMaint,Maintenance,Maintenance,7,2030,False,False,414.69,414.6869712345052,mesh_cracks =0.89; shove =1.25; poth =0.43,pdi =6.85; sdi =7.91; age =14,False
30,Curly McLeod Way,69,82,All,306,RMaint,Maintenance,Maintenance,7,2030,False,False,41.37,41.3749787334459,mesh_cracks =0.83; shove =6.6; poth =0.54,pdi =13.21; sdi =36.26; age =45,False
917,Port Street East,1340,1431,All,307,RMaint,Maintenance,Maintenance,7,2030,False,False,497.02,497.02360627052525,mesh_cracks =0.81; shove =0.52; poth =0.52,pdi =6.73; sdi =61.92; age =25,False
26,Stud Road,0,205,All,308,RMaint,Maintenance,Maintenance,7,2030,False,False,3313.77,3313.7747239616033,mesh_cracks =24.37; shove =1.17; poth =0.26,pdi =43.49; sdi =82.84; age =15,False
22,Sir John McKenzie Drive,0,530,All,309,RMaint,Maintenance,Maintenance,7,2030,False,False,4697.71,4697.709475326343,mesh_cracks =0.99; shove =1.36; poth =0.46,pdi =7.42; sdi =8.63; age =14,False
10,Upper Ahu Ahu Road,0,46,All,310,RMaint,Maintenance,Maintenance,7,2030,False,False,290.35,290.3456015391169,mesh_cracks =1.37; shove =0.53; poth =0.54,pdi =19.96; sdi =38.15; age =23,False
42,Te Manaki Street,0,377,All,311,RMaint,Maintenance,Maintenance,7,2030,False,False,3846.4,3846.404281192089,mesh_cracks =1.01; shove =0.54; poth =1.15,pdi =13.53; sdi =24.42; age =24,False
38,Tyler Place,334,389,All,312,RMaint,Maintenance,Maintenance,7,2030,False,False,591.49,591.4935889954104,mesh_cracks =3.68; shove =0.57; poth =0.55,pdi =23.92; sdi =42.05; age =38,False
9,Kowhai Glen,0,305,All,313,RMaint,Maintenance,Maintenance,7,2030,False,False,2309.61,2309.6083541152525,mesh_cracks =1.42; shove =7.41; poth =0.55,pdi =26.38; sdi =53.63; age =40,False
41,Huamanu Street,0,116,All,315,RMaint,Maintenance,Maintenance,7,2030,False,False,514.97,514.9685485690942,mesh_cracks =0.88; shove =0.53; poth =0.54,pdi =7.22; sdi =49.17; age =42,False
5,Vintry Drive,0,362,All,316,RMaint,Maintenance,Maintenance,7,2030,False,False,1411.14,1411.1381936735497,mesh_cracks =1.48; shove =0.54; poth =0.54,pdi =19.14; sdi =35.76; age =21,False
7056,Dawick Street,78,88,All,317,RMaint,Maintenance,Maintenance,7,2030,False,False,25.68,25.676235457232607,mesh_cracks =51.15; shove =0; poth =0,pdi =66.68; sdi =108.63; age =14,False
9339,Weston Way,814,886,All,318,RMaint,Maintenance,Maintenance,7,2030,False,False,1542.09,1542.0855107069553,mesh_cracks =2.42; shove =0.6; poth =0.56,pdi =10.38; sdi =59.16; age =28,False
24,George Noble Road,272,286,All,319,RMaint,Maintenance,Maintenance,7,2030,False,False,153.46,153.46035081579606,mesh_cracks =1; shove =0; poth =1.31,pdi =14.78; sdi =14.81; age =15,False
32,Karearea Lane,84,154,All,321,RMaint,Maintenance,Maintenance,7,2030,False,False,705.93,705.9275975487963,mesh_cracks =0.82; shove =0.53; poth =1.08,pdi =12.54; sdi =12.77; age =34,False
15,Fendall Close,736,814,All,322,RMaint,Maintenance,Maintenance,7,2030,False,False,2420.5,2420.4955925781014,mesh_cracks =1.86; shove =0.58; poth =0.56,pdi =9.25; sdi =9.85; age =28,False
23,Apple Orchard Lane,0,185,All,323,RMaint,Maintenance,Maintenance,7,2030,False,False,1326.93,1326.9287494391615,mesh_cracks =1.01; shove =0.54; poth =0.54,pdi =11.05; sdi =16.76; age =43,False
28,Stirrup Lane,0,261,All,324,RMaint,Maintenance,Maintenance,7,2030,False,False,3596.94,3596.942237188741,mesh_cracks =1.36; shove =1.35; poth =0.44,pdi =7.93; sdi =9.19; age =14,False
9339,Weston Way,3398,3457,All,325,RMaint,Maintenance,Maintenance,7,2030,False,False,264.52,264.5163461060515,mesh_cracks =0.81; shove =0.53; poth =0.54,pdi =7.03; sdi =8.17; age =25,False
20,Burkes Creek Road,549,697,All,326,RMaint,Maintenance,Maintenance,7,2030,False,False,1176.3,1176.3017636632326,mesh_cracks =1.56; shove =0.55; poth =0.54,pdi =18.57; sdi =34.08; age =18,False
20,Burkes Creek Road,0,21,All,327,RMaint,Maintenance,Maintenance,7,2030,False,False,219.96,219.96484809669596,mesh_cracks =37.69; shove =1.51; poth =1.82,pdi =58.02; sdi =21.77; age =16,False
37,Freemason Avenue,149,172,All,328,RMaint,Maintenance,Maintenance,7,2030,False,False,93.37,93.37451744794159,mesh_cracks =0; shove =0; poth =0,pdi =18.97; sdi =47.42; age =12,False
9339,Weston Way,2696,3114,All,329,RMaint,Maintenance,Maintenance,7,2030,False,False,3714.33,3714.334675705008,mesh_cracks =1.42; shove =0.57; poth =0.55,pdi =8.35; sdi =8.79; age =22,False
30,Curly McLeod Way,69,82,All,330,RMaint,Maintenance,Maintenance,7,2030,False,False,89.67,89.66779090377193,mesh_cracks =24.64; shove =0.55; poth =0.55,pdi =34.06; sdi =40.48; age =45,False
1092,Bronte Road East,0,156,All,331,RMaint,Maintenance,Maintenance,7,2030,False,False,1187.94,1187.9364262386705,mesh_cracks =31.24; shove =0.55; poth =0.55,pdi =37.61; sdi =7.3; age =26,False
9339,Weston Way,886,939,All,332,RMaint,Maintenance,Maintenance,7,2030,False,False,1384.34,1384.3432762224738,mesh_cracks =14.57; shove =1.51; poth =0.47,pdi =22.49; sdi =10.97; age =17,False
9339,Weston Way,1999,2369,All,334,RMaint,Maintenance,Maintenance,7,2030,False,False,5611.06,5611.05949602794,mesh_cracks =3.27; shove =0.56; poth =0.55,pdi =23.18; sdi =41.25; age =22,False
23,Apple Orchard Lane,0,185,All,335,RMaint,Maintenance,Maintenance,7,2030,False,False,2030.71,2030.706201338659,mesh_cracks =17.07; shove =12.23; poth =0.57,pdi =45.87; sdi =34.01; age =43,False
9339,Weston Way,3457,3675,All,336,RMaint,Maintenance,Maintenance,7,2030,False,False,2039.02,2039.0174156121454,mesh_cracks =1.68; shove =1.23; poth =0.59,pdi =15.86; sdi =25.94; age =22,False
1092,Bronte Road East,0,156,All,337,RMaint,Maintenance,Maintenance,7,2030,False,False,1057.64,1057.6439244000317,mesh_cracks =0.79; shove =0.52; poth =0.53,pdi =11.98; sdi =72.8; age =26,False
9339,Weston Way,2385,2696,All,338,RMaint,Maintenance,Maintenance,7,2030,False,False,3667.97,3667.972029296008,mesh_cracks =1.42; shove =0.57; poth =0.55,pdi =8.35; sdi =31.33; age =22,False
1092,Bronte Road East,156,183,All,339,RMaint,Maintenance,Maintenance,7,2030,False,False,256.41,256.41476157686566,mesh_cracks =0.73; shove =0.52; poth =0.53,pdi =6.85; sdi =7.08; age =28,False
1,Conifer Close,0,378,All,340,RMaint,Maintenance,Maintenance,7,2030,False,False,7600.65,7600.654595349155,mesh_cracks =1.25; shove =32.68; poth =0.77,pdi =42.45; sdi =47.94; age =16,False
4,Highfield Drive,0,71,All,341,RMaint,Maintenance,Maintenance,7,2030,False,False,483.65,483.6513174647893,mesh_cracks =0.88; shove =0.53; poth =0.54,pdi =7.18; sdi =7.44; age =22,False
2,Fladgate Drive,0,565,All,342,RMaint,Maintenance,Maintenance,7,2030,False,False,4356.89,4356.890707820209,mesh_cracks =14.99; shove =0.55; poth =0.55,pdi =32.44; sdi =82.21; age =27,False
917,Port Street East,874,1340,All,343,RMaint,Maintenance,Maintenance,7,2030,False,False,3096.9,3096.8959982419105,mesh_cracks =0.83; shove =0.52; poth =0.52,pdi =6.77; sdi =31.73; age =25,False
32,Karearea Lane,820,1262,All,344,RMaint,Maintenance,Maintenance,7,2030,False,False,2336.68,2336.681815489567,mesh_cracks =1.43; shove =1.15; poth =0.49,pdi =9.15; sdi =69.14; age =13,False
27,Gallop Lane,0,116,All,346,RMaint,Maintenance,Maintenance,7,2030,False,False,452.27,452.26921232786657,mesh_cracks =0.92; shove =1.25; poth =0.43,pdi =6.92; sdi =8; age =14,False
16,Sarah Lane,0,515,All,347,RMaint,Maintenance,Maintenance,7,2030,False,False,5687.43,5687.428243488982,mesh_cracks =1.13; shove =0.55; poth =0.55,pdi =7.74; sdi =9; age =22,False
2,Fladgate Drive,0,565,All,348,RMaint,Maintenance,Maintenance,7,2030,False,False,6191.83,6191.82968359745,mesh_cracks =1.61; shove =0.54; poth =0.54,pdi =19.65; sdi =36.69; age =27,False
9339,Weston Way,3398,3457,All,349,RMaint,Maintenance,Maintenance,7,2030,False,False,397.5,397.50329457640737,mesh_cracks =0.81; shove =11.79; poth =0.55,pdi =18.47; sdi =8.35; age =25,False
917,Port Street East,2120,2350,All,350,RMaint,Maintenance,Maintenance,7,2030,False,False,1901.59,1901.5949075821768,mesh_cracks =4.46; shove =5.4; poth =0.53,pdi =15.36; sdi =8.54; age =22,False
917,Port Street East,1340,1431,All,351,RMaint,Maintenance,Maintenance,7,2030,False,False,831.37,831.3663866028908,mesh_cracks =0.98; shove =0.52; poth =0.86,pdi =17.64; sdi =28.53; age =25,False
1038,Gossey Drive North,1319,1723,All,352,RMaint,Maintenance,Maintenance,7,2030,False,False,2936.24,2936.235050754536,mesh_cracks =1.13; shove =1.45; poth =0.54,pdi =8.61; sdi =8.87; age =16,False
29,Riroriro Road,0,122,All,353,RMaint,Maintenance,Maintenance,7,2030,False,False,1328.25,1328.249369473747,mesh_cracks =16.24; shove =1.34; poth =0.44,pdi =39.81; sdi =51.56; age =14,False
10,Upper Ahu Ahu Road,46,68,All,354,RMaint,Maintenance,Maintenance,7,2030,False,False,240.78,240.7809915166326,mesh_cracks =0.87; shove =1.33; poth =0.44,pdi =6.97; sdi =8.06; age =18,False
26,Stud Road,0,205,All,355,RMaint,Maintenance,Maintenance,7,2030,False,False,2165.35,2165.3458123848295,mesh_cracks =1.27; shove =1.16; poth =1.81,pdi =21.24; sdi =22.38; age =15,False
6,Croatia Avenue,42,76,All,356,RMaint,Maintenance,Maintenance,7,2030,False,False,139.8,139.8011671923754,mesh_cracks =0.83; shove =0.53; poth =3.33,pdi =34.98; sdi =35.22; age =45,False
7056,Dawick Street,78,88,All,358,RMaint,Maintenance,Maintenance,7,2030,False,False,42.89,42.89452108972863,mesh_cracks =19.34; shove =0; poth =0,pdi =27.82; sdi =21.2; age =14,False
9339,Weston Way,1589,1999,All,361,RMaint,Maintenance,Maintenance,7,2030,False,False,14306.55,14306.545057967212,mesh_cracks =2.74; shove =0.61; poth =0.56,pdi =11.04; sdi =12.01; age =22,False
6,Croatia Avenue,42,76,All,362,RMaint,Maintenance,Maintenance,7,2030,False,False,130.47,130.46868592016415,mesh_cracks =0.9; shove =0.53; poth =0.54,pdi =10.52; sdi =15.74; age =45,False
9339,Weston Way,2696,3114,All,364,RMaint,Maintenance,Maintenance,7,2030,False,False,10820.07,10820.069139349142,mesh_cracks =5.04; shove =0.57; poth =0.55,pdi =12; sdi =62.09; age =22,False
1035,Cousins Avenue East,0,61,All,365,RMaint,Maintenance,Maintenance,7,2030,False,False,279.62,279.6190768349711,mesh_cracks =0.94; shove =0.52; poth =0.53,pdi =16.96; sdi =74.43; age =34,False
2,Fladgate Drive,0,565,All,366,RMaint,Maintenance,Maintenance,7,2030,False,False,5058.85,5058.851253125059,mesh_cracks =2.04; shove =0.55; poth =0.55,pdi =21.53; sdi =47.45; age =27,False
35,Leicester Place,0,660,All,367,RMaint,Maintenance,Maintenance,7,2030,False,False,3676.83,3676.8344752585085,mesh_cracks =2.16; shove =0; poth =0,pdi =22.16; sdi =50; age =8,False
2,Fladgate Drive,0,565,All,368,RMaint,Maintenance,Maintenance,7,2030,False,False,5857.43,5857.433345683409,mesh_cracks =1.01; shove =0.54; poth =0.54,pdi =7.48; sdi =7.78; age =27,False
13,Puriri Dale Way,0,293,All,369,RMaint,Maintenance,Maintenance,7,2030,False,False,5752.8,5752.800215219786,mesh_cracks =3.05; shove =0.57; poth =0.55,pdi =22.52; sdi =92.1; age =24,False
41,Huamanu Street,116,134,All,370,RMaint,Maintenance,Maintenance,7,2030,False,False,69.11,69.10657866566422,mesh_cracks =1.2; shove =0; poth =0.28,pdi =21.16; sdi =45.77; age =15,False
1037,Epiha Road Upper,0,415,All,371,RMaint,Maintenance,Maintenance,7,2030,False,False,4809.92,4809.920459934626,mesh_cracks =18.86; shove =1.48; poth =1.02,pdi =34.77; sdi =22.77; age =16,False
24,George Noble Road,0,272,All,372,RMaint,Maintenance,Maintenance,7,2030,False,False,3192.47,3192.4699909017695,mesh_cracks =35.67; shove =1.39; poth =0.46,pdi =53.3; sdi =36.43; age =15,False
20,Burkes Creek Road,765,1789,All,373,RMaint,Maintenance,Maintenance,7,2030,False,False,10828.95,10828.953850740285,mesh_cracks =1.23; shove =0.55; poth =0.55,pdi =13.72; sdi =22.77; age =18,False
9,Kowhai Glen,0,305,All,374,RMaint,Maintenance,Maintenance,7,2030,False,False,2607.17,2607.1747811742566,mesh_cracks =0.91; shove =0.53; poth =0.54,pdi =7.25; sdi =7.51; age =40,False
37,Freemason Avenue,0,149,All,375,RMaint,Maintenance,Maintenance,7,2030,False,False,2026.67,2026.6747887803488,mesh_cracks =2.01; shove =0.54; poth =0.54,pdi =22.04; sdi =42.6; age =22,False
32,Karearea Lane,0,56,All,376,RMaint,Maintenance,Maintenance,7,2030,False,False,513.82,513.8222082429769,mesh_cracks =1.02; shove =0.53; poth =0.54,pdi =16.51; sdi =30.44; age =34,False
15,Fendall Close,0,438,All,377,RMaint,Maintenance,Maintenance,7,2030,False,False,3603.8,3603.8039657064533,mesh_cracks =1.49; shove =0.56; poth =0.55,pdi =14.51; sdi =24.94; age =17,False
7,Lumbarda Drive,0,152,All,378,RMaint,Maintenance,Maintenance,7,2030,False,False,974.43,974.4335188594868,mesh_cracks =65.76; shove =6.9; poth =0,pdi =72.99; sdi =0.81; age =14,False
38,Tyler Place,322,334,All,379,RMaint,Maintenance,Maintenance,7,2030,False,False,77.83,77.83354421861867,mesh_cracks =1.3; shove =1.07; poth =0.52,pdi =7.77; sdi =74.63; age =13,False
9339,Weston Way,814,886,All,380,RMaint,Maintenance,Maintenance,7,2030,False,False,2143.69,2143.6873088305506,mesh_cracks =32.71; shove =0.63; poth =0.57,pdi =40.84; sdi =60.21; age =28,False
29,Riroriro Road,0,122,All,382,RMaint,Maintenance,Maintenance,7,2030,False,False,966.11,966.1119048973427,mesh_cracks =0.93; shove =21.41; poth =0.45,pdi =27.27; sdi =8.2; age =14,False
36,Paneika Lane,370,391,All,383,RMaint,Maintenance,Maintenance,7,2030,False,False,124.72,124.71789767132013,mesh_cracks =1.2; shove =0.55; poth =0.55,pdi =7.89; sdi =8.27; age =26,False
20,Burkes Creek Road,549,697,All,384,RMaint,Maintenance,Maintenance,7,2030,False,False,1561.64,1561.6396167007683,mesh_cracks =31.4; shove =0.58; poth =0.56,pdi =38.22; sdi =8.23; age =18,False
32,Karearea Lane,0,56,All,385,RMaint,Maintenance,Maintenance,7,2030,False,False,180.53,180.5252653962885,mesh_cracks =16.18; shove =0.54; poth =0.54,pdi =32.23; sdi =31.68; age =34,False
9339,Weston Way,3114,3398,All,386,RMaint,Maintenance,Maintenance,7,2030,False,False,3409.94,3409.935181506504,mesh_cracks =1.23; shove =0.56; poth =0.55,pdi =8.18; sdi =16.39; age =22,False
